timestamp,scenario,filter_scale,num_trades,daily_trades,daily_pnl_sol,win_rate,pnl_sol,sharpe_ratio,profit_factor,max_drawdown_pct,final_equity,validator_flag,validator_message,monthly_pnl_usd_low,monthly_pnl_usd_high,kill_switch_triggered,overfitting_flags,bucket_ultra_fast_trades,bucket_fast_react_trades,bucket_late_snipe_trades,risk_mode_normal_trades,risk_mode_survival_trades,synthetic_trades_added,stress_padding_applied_sol,normalized_sharpe,normalized_dd,rolling_30d_pnl_sol,rolling_30d_sharpe,live_guardrail_messages,strategy_evaluated,strategy_entered,strategy_skipped,strategy_entry_rate
2026-04-15T12:03:53.389691,E_StressMarket,1.0,177,277.64705882352945,3.5827886710239767,0.5310734463276836,2.284027777777785,0.5,1.0365167304611407,2.9936454331892715,1502.284027777778,TARGET_NOT_MET,"Edge preserved, but scale bankroll rather than lifting per-trade risk.",16122.549019607895,21496.73202614386,False,DD_TOO_LOW,20,91,58,7,170,5,60.41048084555925,0.0,2.9936454331892715,2.28402777777778,0.0,,2000,191,1809,0.0955
